date	weather	weather_detail	wind	wave	pc_00-06	pc_06-12	pc_12-18	pc_18-24	we_00-03	we_03-06	we_06-09	we_09-12	we_12-15	we_15-18	we_18-21	we_21-24	wv_00-03	wv_03-06	wv_06-09	wv_09-12	wv_12-15	wv_15-18	wv_18-21	wv_21-24	wc_00-03	wc_03-06	wc_06-09	wc_09-12	wc_12-15	wc_15-18	wc_18-21	wc_21-24	min_tp	max_tp	tp_00-03	tp_03-06	tp_06-09	tp_09-12	tp_12-15	tp_15-18	tp_18-21	tp_21-24
2014-07-11	くもり一時雨	くもり　後　晴れ　明け方　まで　雨　峡南地域　では　雷を伴い　非常に　激しく　降る	南東の風　強く　後　北西の風		60	30	20	20	雨	雨	くもり	くもり	くもり	晴れ	晴れ	晴れ	南東	北西	北西	北西	北西	北西	北西	北西	4	4	4	4	4	4	3	3	23	34	25	24	24	28	31	33	30	26
2014-07-12	晴れ	晴れ	北西の風　後　南西の風		10	0	10	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	北西	北西	北西	南西	南西	南西	南西	北西	1	1	1	1	3	3	2	1	22	34	25	22	22	28	33	34	31	27
2014-07-13	くもり後一時雨	くもり　夕方　から　夜のはじめ頃　雨	北西の風　後　南西の風		10	10	50	60	くもり	くもり	晴れ	晴れ	くもり	雨	雨	くもり	北西	北西	北西	南西	南西	南西	南西	北西	1	1	1	2	3	3	2	1	22	31	24	23	23	27	30	30	27	26
2014-07-14	くもり時々晴れ	くもり　昼前　から　夕方　晴れ　所により　雨　で　雷を伴う	北西の風　日中　南西の風		30	20	30	30	くもり	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	2	2	1	1	23	35	25	24	24	28	32	34	31	28
2014-07-15	晴れ時々くもり	晴れ　時々　くもり	北西の風　後　南西の風		10	10	20	20	くもり	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	くもり	北西	北西	南西	南西	南西	南西	南西	北西	2	2	2	2	3	3	2	2	24	34	26	25	24	27	31	33	30	27
2014-07-16	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	南西	南西	南西	南西	南西	北西	北西	1	1	1	1	3	3	1	1	23	33	24	23	24	27	31	32	30	28
2014-07-17	晴れ後くもり	晴れ　夕方　から　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　後　南西の風		20	10	40	30	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	南西	北西	1	1	1	1	3	3	1	1	23	35	25	24	23	29	34	35	32	29
2014-07-18	くもり後一時雨	くもり　夕方　一時　雨　所により　昼過ぎ　から　雷　を伴う	北西の風　日中　南西の風		20	10	50	30	くもり	くもり	晴れ	晴れ	くもり	雨	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	1	2	2	1	1	24	34	26	25	25	28	32	31	29	26
2014-07-19	くもり	くもり　所により　昼過ぎ　から　雨　で　雷を伴う	西の風　日中　南西の風		20	10	40	40	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	24	31	24	24	24	26	29	30	27	25
2014-07-20	くもり後雨	くもり　夕方　から　雨　所により　昼過ぎ　から　雷を伴い　激しく　降る	北西の風　日中　南西の風		20	20	50	50	くもり	くもり	晴れ	晴れ	くもり	雨	雨	雨	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	22	30	23	22	22	25	28	29	25	23
2014-07-21	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　雨　で　雷を伴う	北西の風　日中　南西の風		30	20	40	40	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	22	30	22	22	22	24	28	29	26	24
2014-07-22	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　雨	西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	南	南	南西	南西	西	西	1	1	1	2	3	3	1	1	22	32	24	23	22	25	30	31	27	26
2014-07-23	晴れ時々くもり	晴れ　時々　くもり	北西の風　日中　南西の風		20	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	晴れ	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	2	1	23	34	25	24	24	28	31	33	31	28
2014-07-24	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　昼過ぎ　から　雨	北西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	南西	南西	北西	北西	北西	1	1	1	1	2	2	2	2	25	35	26	25	25	29	33	34	32	29
2014-07-25	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　雨	西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	25	35	26	26	25	28	32	34	30	28
2014-07-26	晴れ時々くもり	晴れ　時々　くもり　所により　夕方　から　雨　で　雷を伴う	南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	晴れ	くもり	南西	南西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	2	26	37	27	26	26	28	33	36	32	29
2014-07-27	晴れ後くもり	晴れ　夕方　から　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		10	10	30	30	晴れ	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	2	2	2	1	25	37	27	25	25	29	34	36	32	28
2014-07-28	晴れ時々くもり	晴れ　時々　くもり	北西の風　後　南西の風		10	10	20	20	くもり	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	くもり	北西	北西	西	南西	南西	南西	南西	西	1	1	1	1	2	2	1	1	22	33	26	23	23	28	31	33	29	25
2014-07-29	晴れ時々くもり	晴れ　朝晩　くもり　所により　未明　雨	南西の風		30	10	10	10	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	南西	北西	南西	南西	南西	南西	南西	北西	2	2	2	2	3	3	2	2	22	32	23	22	24	25	29	31	27	24
2014-07-30	晴れ後くもり	晴れ　夕方　から　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	南の風　後　南西の風		10	10	30	30	晴れ	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	南	南	南	南	南西	南西	西	2	2	2	2	3	3	2	2	20	33	22	21	22	25	30	32	28	25
2014-07-31	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	21	35	24	23	22	28	32	34	28	25
2014-08-01	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	24	34	25	24	25	28	32	33	29	26
2014-08-02	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　夜のはじめ頃　雨　で　雷を伴い　激しく　降る	北西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	24	35	26	24	24	28	33	34	30	26
2014-08-03	晴れ時々くもり	晴れ　時々　くもり　所により　夕方　から　夜のはじめ頃　雨	南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	北西	南西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	23	35	25	24	24	28	32	34	29	27
2014-08-04	くもり時々晴れ	くもり　時々　晴れ	西の風　日中　南西の風		10	10	20	20	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	33	25	24	24	28	31	32	29	27
2014-08-05	晴れ時々くもり	晴れ　時々　くもり	北西の風　日中　南西の風		20	10	20	20	くもり	くもり	晴れ	晴れ	くもり	晴れ	晴れ	くもり	北西	北西	北西	北西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	25	34	25	25	25	28	31	33	29	27
2014-08-06	晴れ時々くもり	晴れ　時々　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		10	10	30	30	くもり	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	2	1	24	35	26	25	25	30	34	35	31	28
2014-08-07	晴れ時々くもり	晴れ　朝晩　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		20	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	2	1	24	35	26	25	25	29	33	34	31	28
2014-08-08	くもり後一時雨	くもり　夕方　から　夜のはじめ頃　雨	北西の風　日中　南西の風		10	10	50	50	くもり	くもり	くもり	くもり	くもり	雨	雨	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	23	32	25	24	24	28	30	31	26	25
2014-08-09	くもり時々雨	くもり　時々　雨　所により　夜　雷を伴い　激しく　降る	南の風		30	60	60	80	くもり	くもり	雨	くもり	雨	くもり	雨	雨	南	南	南	南	南	南	南	南	2	2	2	2	2	2	2	2	24	29	25	25	25	27	29	28	26	24
2014-08-10	雨	雨　峡南地域　では　明け方　から　夕方　雷を伴い　非常に　激しく　降る	南東の風　後　南西の風　やや強く		90	90	90	60	雨	雨	雨	雨	雨	雨	雨	雨	南東	南東	南東	南東	南西	南西	南西	南西	2	3	4	4	4	4	4	4	24	28	24	24	25	26	27	27	25	25
2014-08-11	晴れ時々くもり	晴れ　朝晩　くもり　所により　明け方　まで　雨	南西の風		30	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	南西	西	南西	南西	南西	南西	南西	西	2	1	1	2	3	3	2	1	24	34	24	25	26	26	31	33	30	27
2014-08-12	くもり時々雨	くもり　朝　から　昼過ぎ　雨	北西の風　日中　南西の風		20	70	70	20	くもり	くもり	雨	雨	雨	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	24	28	25	25	24	25	26	27	26	25
2014-08-13	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨	北西の風　日中　南西の風		10	10	30	40	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	22	34	23	23	22	25	30	33	28	26
2014-08-14	くもり	くもり　所により　朝　から　夜のはじめ頃　雨	西の風　日中　南西の風		20	40	40	30	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	31	24	25	24	26	30	28	28	27
2014-08-15	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ	北西の風　日中　南西の風		20	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	2	2	23	33	24	24	25	27	31	32	29	27
2014-08-16	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　昼過ぎ　から　雨	西の風　日中　南西の風		20	20	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	1	1	1	2	3	3	1	1	24	33	27	26	25	28	32	31	29	27
2014-08-17	晴れ時々くもり	晴れ　時々　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	2	25	33	26	25	25	28	32	33	29	27
2014-08-18	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　雨　で　雷を伴う	北西の風　日中　南西の風		30	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	24	33	26	25	24	28	31	32	29	27
2014-08-19	晴れ時々くもり	晴れ　時々　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	35	26	24	24	28	34	34	30	27
2014-08-20	晴れ時々くもり	晴れ　時々　くもり　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	24	35	26	25	24	29	34	34	31	28
2014-08-21	晴れ時々くもり	晴れ　朝晩　くもり　所により　夕方　から　雨　で　雷を伴う	西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	南	南西	南西	南西	西	西	1	1	1	2	3	2	1	1	24	35	26	25	24	28	33	32	29	27
2014-08-22	晴れ時々くもり	晴れ　時々　くもり	北西の風　日中　南西の風		10	10	20	20	晴れ	くもり	くもり	晴れ	晴れ	くもり	くもり	晴れ	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	23	35	25	24	24	28	33	33	30	27
2014-08-23	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	北西の風　日中　南西の風		20	20	40	30	くもり	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	24	32	25	24	24	28	31	30	28	25
2014-08-24	くもり	くもり　昼前　から　昼過ぎ　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	西の風　日中　南西の風		20	10	30	30	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	23	31	25	24	23	24	29	31	28	25
2014-08-25	くもり時々雨	くもり　時々　雨	北西の風　日中　南西の風		50	30	50	30	雨	雨	くもり	くもり	くもり	雨	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	2	1	1	23	30	24	23	23	27	30	29	26	25
2014-08-26	くもり後一時雨	くもり　夕方　一時　雨	北西の風　日中　南西の風		20	20	50	30	くもり	くもり	くもり	くもり	くもり	雨	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	3	3	2	1	23	32	24	24	24	26	29	31	27	26
2014-08-27	くもり後時々雨	くもり　昼過ぎ　から　時々　雨	北西の風　後　南西の風		30	40	70	50	くもり	くもり	くもり	くもり	雨	くもり	雨	くもり	北西	北西	南西	南西	南西	南西	南西	北西	1	1	1	1	1	1	1	1	22	26	23	23	23	24	25	25	24	23
2014-08-28	くもり時々雨	くもり　時々　雨	北西の風　日中　南西の風		50	30	50	30	雨	くもり	くもり	くもり	雨	雨	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	1	2	1	1	1	23	27	23	23	23	24	25	26	25	23
2014-08-29	くもり後時々雨	くもり　昼過ぎ　から　時々　雨	北西の風　日中　南西の風		20	20	50	50	くもり	くもり	くもり	くもり	雨	くもり	雨	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	2	2	2	21	29	22	22	22	24	27	29	24	22
2014-08-30	くもり一時雨	くもり　明け方　まで　雨	北西の風　日中　南西の風		50	40	30	30	雨	雨	くもり	くもり	くもり	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	1	1	1	1	1	21	27	22	22	21	22	23	26	24	22
2014-08-31	くもり	くもり　所により　昼過ぎ　から　雨	北西の風　日中　南西の風		20	20	40	40	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	3	2	1	1	21	28	22	21	21	23	26	27	24	22
2014-09-01	雨時々止む	雨　昼前　まで　時々　くもり	北西の風　日中　南西の風		40	50	60	50	くもり	くもり	雨	くもり	雨	雨	雨	雨	北西	北西	南東	南東	南西	南西	北西	北西	1	1	1	2	2	1	1	1	20	25	22	22	21	23	24	24	23	23
2014-09-02	くもり一時雨	くもり　明け方　まで　雨　所により　雷　を伴う	北西の風　後　南西の風		60	20	30	30	雨	雨	くもり	くもり	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	南西	北西	1	1	1	2	3	2	1	1	18	30	19	19	19	23	27	29	26	24
2014-09-03	くもり後時々晴れ	くもり　昼前　から　時々　晴れ	北西の風　日中　南西の風		20	10	20	20	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	晴れ	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	21	30	22	22	21	24	28	29	26	24
2014-09-04	くもり	くもり	北西の風　日中　南西の風		10	10	20	20	くもり	くもり	くもり	くもり	くもり	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	19	29	22	22	20	24	28	29	26	24
2014-09-05	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ　所により　昼過ぎ　から　雨　で　雷を伴う	西の風　日中　南西の風		20	20	30	30	晴れ	くもり	くもり	くもり	晴れ	くもり	くもり	くもり	西	西	西	南西	南西	西	西	西	1	1	1	2	3	3	1	1	22	30	23	23	22	25	28	30	28	26
2014-09-06	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ　所により　夕方　から　雨	北西の風　日中　南西の風		20	10	30	40	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	22	31	24	23	23	26	29	31	27	25
2014-09-07	くもり時々雨	くもり　昼前　まで　時々　雨　所により　明け方　まで　雷　を伴う	北西の風　日中　南西の風		50	50	40	30	くもり	雨	くもり	雨	くもり	くもり	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	3	2	1	1	22	26	23	23	23	25	25	25	25	23
2014-09-08	くもり時々晴れ	くもり　昼前　まで　時々　晴れ　所により　夜　雨	西の風　日中　南西の風		10	10	20	30	晴れ	くもり	くもり	晴れ	くもり	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	2	2	2	20	28	22	22	21	22	27	27	24	22
2014-09-09	晴れ時々くもり	晴れ　朝晩　くもり	北西の風　後　南西の風		10	10	10	20	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	南西	北西	1	1	1	1	1	2	2	2	18	31	21	20	19	22	27	30	26	23
2014-09-10	くもり	くもり　昼前　晴れ　所により　夕方　から　雨　で　雷を伴う	西の風　日中　南西の風		20	20	30	30	くもり	くもり	くもり	晴れ	くもり	くもり	くもり	くもり	西	西	南西	南西	南西	南西	西	西	1	1	1	2	3	3	2	1	20	28	21	21	21	24	27	27	24	23
2014-09-11	くもり後時々雨	くもり　昼前　から　時々　雨　所により　雷　を伴う	北西の風　日中　南西の風		30	50	60	50	くもり	くもり	くもり	雨	くもり	雨	雨	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	2	2	2	1	20	27	22	21	21	23	26	25	22	21
2014-09-12	晴れ時々くもり	晴れ　朝晩　くもり	北西の風　後　南西の風		20	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	南西	北西	1	1	1	1	3	3	1	1	17	27	19	18	18	21	25	27	23	20
2014-09-13	晴れ時々くもり	晴れ　朝晩　くもり　所により　夜　雨	西の風　日中　南西の風		10	10	20	30	晴れ	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	2	2	2	2	16	27	19	17	17	21	25	26	22	20
2014-09-14	晴れ時々くもり	晴れ　時々　くもり	北西の風　日中　南西の風		20	10	10	10	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	北西	北西	北西	南西	南西	南西	北西	北西	2	2	2	2	2	2	2	2	17	28	20	18	18	21	25	27	24	21
2014-09-15	くもり時々晴れ	くもり　昼過ぎ　まで　時々　晴れ	北西の風　日中　南西の風		10	10	10	10	くもり	くもり	晴れ	くもり	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	17	27	20	18	18	21	25	26	23	22
2014-09-16	晴れ時々くもり	晴れ　朝晩　くもり	北西の風　日中　南西の風		10	0	10	10	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	2	2	3	3	2	3	17	29	19	18	18	22	26	28	24	22
2014-09-17	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ	北西の風　日中　南西の風		10	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	2	2	2	2	3	3	2	2	18	28	20	19	19	22	25	27	23	21
2014-09-18	晴れ時々くもり	晴れ　時々　くもり	北西の風　日中　西の風		10	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	北西	北西	北西	西	西	西	北西	北西	2	2	2	2	2	2	2	2	18	27	20	19	19	21	25	26	22	20
2014-09-19	晴れ時々くもり	晴れ　朝晩　くもり	北西の風　日中　南西の風		20	0	10	10	くもり	くもり	晴れ	晴れ	晴れ	晴れ	くもり	くもり	北西	北西	北西	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	16	26	18	17	17	20	23	25	22	20
2014-09-20	くもり	くもり　昼前　晴れ	南西の風		10	10	20	20	くもり	くもり	くもり	晴れ	くもり	くもり	くもり	くもり	西	西	南西	南西	南西	南西	南西	西	1	1	1	2	2	2	1	1	17	24	18	17	17	20	23	23	21	20
2014-09-21	くもり時々晴れ	くもり　朝　から　昼過ぎ　晴れ	北西の風　日中　南西の風		10	10	20	20	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南東	南西	南西	南西	北西	北西	1	1	1	2	3	3	1	1	15	26	17	16	16	20	24	25	22	20
2014-09-22	晴れ時々くもり	晴れ　時々　くもり　所により　夕方　から　夜のはじめ頃　雨	西の風　日中　南西の風		10	10	30	30	くもり	くもり	晴れ	晴れ	晴れ	くもり	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	1	1	1	2	2	2	1	1	16	26	18	17	16	20	24	25	22	20
2014-09-23	晴れ	晴れ　夜　くもり	西の風　日中　南西の風		10	0	0	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	3	2	2	15	27	18	17	15	20	25	26	22	20
2014-09-24	くもり後雨	くもり　昼過ぎ　から　雨	北西の風　後　南西の風		10	30	60	60	くもり	くもり	くもり	くもり	雨	雨	雨	雨	北西	北西	北西	南西	南西	南西	南西	南西	1	1	1	2	3	3	1	1	17	24	19	18	17	20	23	22	20	20
2014-09-25	雨後くもり	雨　夕方　から　くもり　所により　朝　から　昼過ぎ　雷を伴い　激しく　降る	南西の風　後　北西の風　やや強く		70	70	60	20	雨	雨	雨	雨	雨	くもり	くもり	くもり	西	西	南西	南西	南西	北西	北西	北西	1	2	1	2	3	4	4	4	19	26	20	20	20	20	21	24	24	22
2014-09-26	晴れ時々くもり	晴れ　時々　くもり	北西の風　後　南東の風		10	0	10	10	くもり	晴れ	晴れ	晴れ	くもり	晴れ	くもり	晴れ	北西	北西	北西	南東	南東	南東	南東	南東	2	1	1	2	2	2	2	2	19	28	22	21	20	22	25	27	24	20
2014-09-27	晴れ時々くもり	晴れ　朝晩　くもり	北西の風　日中　南東の風		10	10	10	10	くもり	くもり	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	北西	北西	北西	南東	南東	南東	北西	北西	1	1	1	2	2	1	1	1	16	25	19	18	17	19	23	24	21	19
2014-09-28	晴れ	晴れ	西の風　日中　南西の風		10	0	0	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	2	2	2	2	15	30	17	16	16	21	28	29	24	21
2014-09-29	晴れ	晴れ	北西の風　日中　南西の風		0	0	0	10	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	北西	北西	北西	南西	南西	南西	北西	北西	2	1	1	1	1	2	1	1	14	30	20	17	15	22	27	30	25	22
2014-09-30	晴れ後くもり	晴れ　夕方　から　くもり　所により　夜　雨	北西の風　日中　南西の風		0	0	10	30	晴れ	晴れ	晴れ	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	南西	北西	北西	1	1	1	1	1	2	1	1	16	28	20	18	17	22	27	28	24	22
2014-10-01	くもり後時々晴れ	くもり　昼前　から　時々　晴れ　所により　明け方　まで　雨	西の風　日中　南西の風		30	20	10	10	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	晴れ	西	西	南西	南西	南西	南西	西	西	2	2	2	2	3	2	2	2	18	26	20	19	18	21	24	25	22	21
2014-10-02	くもり	くもり　朝　から　昼前　晴れ　所により　昼過ぎ　から　夕方　雨	南西の風		10	10	30	20	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	くもり	北西	南西	南西	南西	南西	南西	南西	北西	1	1	1	2	3	3	1	1	19	26	21	20	19	21	25	25	23	22
2014-10-03	くもり	くもり　昼前　から　昼過ぎ　晴れ　所により　未明　雨	北西の風　日中　南西の風		30	20	20	20	くもり	くもり	くもり	晴れ	晴れ	くもり	くもり	くもり	北西	北西	南西	南西	南西	北西	北西	北西	1	1	1	2	3	2	1	1	18	30	21	20	19	21	28	30	26	24
2014-10-04	晴れ時々くもり	晴れ　時々　くもり	北西の風		20	10	10	10	くもり	晴れ	晴れ	晴れ	晴れ	くもり	晴れ	くもり	北西	北西	北西	北西	北西	北西	北西	北西	1	1	1	1	1	1	1	1	18	29	21	20	19	23	28	28	24	22
2014-10-05	雨	雨	北西の風　日中　南の風		50	80	80	70	くもり	雨	雨	雨	雨	雨	雨	雨	北西	北西	南	南	南	西	北西	北西	1	1	1	2	1	1	1	1	18	20	20	19	19	19	17	15	16	19
2014-10-06	雨後晴れ	雨　夕方　から　晴れ　所により　明け方　から　昼前　雷を伴い　非常に　激しく　降る	北西の風　強く　後　やや強く		90	90	50	10	雨	雨	雨	雨	雨	くもり	晴れ	晴れ	南東	南東	北西	北西	北西	北西	北西	北西	4	4	4	4	4	4	4	4	18	26	19	19	20	20	24	25	21	19
